Medium, @sottnet eah changes aerial footage devastating colorado floods aerial footage shows scale destruction ca  eah changes aerial footage devastating colorado floods aerial footage shows scale destruction ca
Low, @usatoday #breaking severe floods strike colorado #breaking severe floods strike colorado
High, @douginboulder ale wall water coming logan mill right now seek higher ground immediately #boulderflood #cowx scanner1125 ale wall water coming logan mill right now seek higher ground immediately #boulderflood #cowx scanner1125am
High,colorado flooding evacuations broken oil pipeline weld county #fraccident
Low,one person killed homes destroyed flash floods wreak havoc colorado
Low, @nicollefagan rivalries aside keep affected #boulderflood thoughts prayers hopefully lives taken rivalries aside keep affected #boulderflood thoughts prayers hopefully lives taken tonight
Low,@cyclistlawyer 100$ raised far four hours in #coflood
High,#breaking jamestown colorado mandatory evacuation order due flash flooding  @dailycamera
High, @cjose fo morgan underwater platte river well banks expected get worse @kdvr #coflood fo morgan underwater platte river well banks expected get worse @kdvr #coflood
Medium,#latest #news colorado floods 500 unaccounted devastating rain looms  cnn nprcolorado  #bnews
Medium, @dailycamera flood warning place 310 inch rain falls 30 min pas county rain increase afternoon #boulderflood flood warning place 310 inch rain falls 30 min pas county rain increase afternoon #boulderflood
Low, @kwch12 one person dead flash flooding colorado days heavy rains caused flash flooding colorados boul  one person dead flash flooding colorado days heavy rains caused flash flooding colorados boul
Low,bfp live interactive coverage flooding colorado stay top latest videos social media coverag
Low,waiting hear family live outside #boulder #boulderflood gol hill
Medium, @cnnbrk 500 people still unaccounted colorado flooding heavy rain expected sunday 500 people still unaccounted colorado flooding heavy rain expected sunday
High,flooding cactus jacks #evergreen #coflood #cowx photo @crossroads2007
Medium, @thegooglecar least one dead colorado flash flooding #environment least one dead colorado flash flooding #environment
High,evacuation center boulderites ymca boulder valley 2850 mapleton ave boulder co 80301 #boulderflood
Low,pray ceain pas colorado affected #coflood
Medium,city #boulder emergency declaration #boulderflood @cnneditorchuck
Low,#boulder hope okay #boulderflood
Medium,sheriff 3rd person killed colorado flooding
Low, @denverpost infrastructure recovery arduous process long floodwaters recede #coflood infrastructure recovery arduous process long floodwaters recede #coflood
High, @reedtimmevn life threatening flash #flooding colorado foothills including colorado springs fo collins boulder areas http life threatening flash #flooding colorado foothills including colorado springs fo collins boulder areas
High,updates additional evacuation points throughout boulder county #boulderflood visit
Low, @ap heavy rains cause flash flooding colorado collapsing homes leaving least one person dead #boulder heavy rains cause flash flooding colorado collapsing homes leaving least one person dead #boulder
Medium, @denverpost reader photos colorado flooding  send us  #cowx reader photos colorado flooding  send us  #cowx
Low,sunday rain leads multiple water rescues across colorado springs #coflood
Low,deadly 1000year floods strike colorado
Medium, @redcross updates red cross responding #flooding #colorado follow @redcrossdenver updates red cross responding #flooding #colorado follow @redcrossdenver
Low, @femaregion8 safe you safe pets take you #copets #coflood safe you safe pets take you #copets #coflood
Medium, @jacelarson #boulderflood @ boulder creek #boulderflood @ boulder creek
High,evacuation order town #jamestown #co torrential #flooding rain front range urban corridor n i70 #cowx #boulderflood
High, @timescall #westminster #thornton swiftwater dive teams en route #boulder case needed #boulderflood #cowx #westminster #thornton swiftwater dive teams en route #boulder case needed #boulderflood #cowx
Medium,weather crazy herewe rivers now amp students evacuating dorms others went mud sliding xd #boulderflood
Low,rain still pouring #colorado 500 unaccounted #floods hopefully rescue effos successful
Medium, @denverpost update massive flooding destroyed multiple homes boulder county #cowx #boulderflood update massive flooding destroyed multiple homes boulder county #cowx #boulderflood
Low,prayers going everyone whos getting affected colorado flooding friend close flooding
Medium, @sergeykostyaev watching @nbcnightlynews video drone offers unique view colorado flooding   @nbcnews watching @nbcnightlynews video drone offers unique view colorado flooding   @nbcnews
High, @cuboulderpolice #breaking raw sewage flowing pipe noh space sciences east cu campus near footpaths avoid area #coflood
Low,know  @bouldercolorado #boulder #1 flash flood risk community colorado #boulderflood #cowx
Low, @coloradodaily  @brittanyanas make claim fema call 18006213362 visit #boulderflood  @brittanyanas make claim fema call 18006213362 visit #boulderflood
High,crazy flooding boulder colorado
Medium,colorado floods 2013 rescuers warn remaining towns isolated flooding
Low, @yahoonews hundreds still missing colorado rain flooding expected hamper rescue effos today  hundreds still missing colorado rain flooding expected hamper rescue effos today
Low,#preachit #lightbulb #patrickstar #patrick #meme #rain #colorado #boulderflood #itsbad
Low,so @cuboulder @dailycamera @bouldercounty game tonight thanks updates ales #boulderflood
Low,“@babyloncat not sma lifethreatening #boulderflood boulder college students go tubing video ” #toosma
Medium, @sciam two dead hundreds evacuated cars stranded colorado flooding two dead hundreds evacuated cars stranded colorado flooding
Medium, @cuboulderpolice 40 #cuboulder buildings damaged most w minor water damage 25% campus buildings #boulderflood #cowx 40 #cuboulder buildings damaged most w minor water damage 25% campus buildings #boulderflood #cowx
High,stupid  @twitchyteam not sma lifethreatening #boulderflood boulder college students go tubing video
Medium, @dailycamera looking volunteer donate help cleanup @boulderoem says stay home wait #boulderflood looking volunteer donate help cleanup @boulderoem says stay home wait #boulderflood
Medium, @anthonywx amp flood big thompson canyon entr photographers known #boulderflood #coflood amp flood big thompson canyon entr photographers known #boulderflood #coflood
Low,new post colorado floods rescues rain arrives
Medium, @mchastain81 much help lost everything #coflood much help lost everything #coflood
Low, @w00pigs000ie breaking expes determined colorado flooding caused tears badger fans fema sending trucks loaded w breaking expes determined colorado flooding caused tears badger fans fema sending trucks loaded w maxi pads wi
Medium, @boulderoem city #boulder  boulder county public info call center 3034137730 impacted residents call info #boulderflood
High, @bbcworld video aerial shots colorado flooding video aerial shots colorado flooding
Low,flooding brings tales rescues improvisation flooding colorado rockies brings tales rescues improvi
Medium, @cherylpreheim hea wrenching @coemergency repos 11700 evacuated 17494 housing structures damaged 1502 homes destroyed #coflood hea wrenching @coemergency repos 11700 evacuated 17494 housing structures damaged 1502 homes destroyed #coflood
Low,least 1 dead colo flooding severe flooding jamestown colorados boulder county killed one person
Low,one dead flash flooding hits pas colorado
Medium,#coflood releases olympus dam increased 1100 cfs seen rain estes rain inflows lake
Low,links information #boulderflood @boulderoem @cuboulder @nwsboulder @bouldercolorado #cowx
