Low,high park fire west fo collins #co consumed 36930 acres far 0% contained continues grow #nws #cowx #cofire
Low,pic #flagstafffire boulder apt
Unknown, @cbsdenver copter way #highparkfire well airing live throughout coverage also follow @cody  copter way #highparkfire well airing live throughout coverage also follow @codycrouch pics
Low,good authority colorados front range fire many displaced families little relief sight sad hear
Medium, @coloradorapids photo #flagstafffire boulder seen @dsgpark 4pm mt many wildfires throughout colorado  now h  photo #flagstafffire boulder seen @dsgpark 4pm mt many wildfires throughout colorado  now
High, @larimersheriff #highparkfire another evacuation area notice lifted please check link #highparkfire another evacuation area notice lifted please check link
Medium,2 wildfires boulder county see smoke noh
Low,great one here colorado wildfire roars 73 square miles  fox news a link bio
Low, @jong3 seeing 13 colorado fire makes wonder ceain political figures argue cutting fire fighter numbers #cofire seeing 13 colorado fire makes wonder ceain political figures argue cutting fire fighter numbers #cofire
Medium, @dhorning11  @larimercounty #highparkfire burn area map monday night 10 pm
Low,smoke #highparkfire altered #bicycle riding summer contact davidyoung@coloradoancom
Low, @breakingnews evacuation order issued colorados high park fire  @larimersheriff evacuation order issued colorados high park fire  @larimersheriff
Low,colo wildfires threaten tourism  record heat colorado elsewhere west hampering effos fight wildfires
Low,#media large wildfire n colorado prompts evacuations crews battling fastmoving wildf #politics #news
Low, @larimersheriff #highparkfire update #highparkfire update
Low, @katelynburkha praying people animals entire communities affected #highparkfire truly unreal praying people animals entire communities affected #highparkfire truly unreal
Medium, @kswan11 pic #highparkfire estes park high school pic #highparkfire estes park high school
Low,thank firefighters #highparkfire protecting homes saving lives
Low,new mexico colorado fires burn control
Low,colorado new mexico forest fire crews gain ground reuters  fire crews battling flames roaring natio
Medium,fema authorized use federal funds help firefighting costs #highparkfire
Medium,sad 43000 acres 5% contained 500 firefighters100 homes destroyed 1 dead #wildfire #highparkfire
Medium, @coloradoanth photos one wildland firefighters working here  @brittironshell night shift #highparkfire  photos one wildland firefighters working here  @brittironshell night shift #highparkfire
Low, @repoerherald #highparkfire making push noh red feather lakes road glacier view more evacuated  #highparkfire making push noh red feather lakes road glacier view more evacuated
High,unprecedented colorado wildfires continue strong winds looting add problem
Low,numerous serious fires going colorado heat wave helping pray rain people losing homes 
Low, @coloradostateu meet ellie donkey lead another donkey 4 horses safety evacuation #highparkfire  meet ellie donkey lead another donkey 4 horses safety evacuation #highparkfire
High,@alanarnette moore animal hosptal fc offering free small animal boarding pick #highparkfire evacuees 9705600452 info
Low,colorado new mexico forest fire crews gain ground reuters story
Low,@gearfisher sorry hear loss gear best rest co residents tough times #highparkfire
Low,wildfires burn across colorado thousands evacuated spate wildfires burning across colorado sunday
Medium, @jawtry #highparkfire view @cdots virginia dale traffic camera near cowy border #highparkfire view @cdots virginia dale traffic camera near cowy border
Low, @sarahbisbing #highparkfire #ecosystems densely stocked forest extremely dry fuels lack precip high winds = fire likely  #highparkfire #ecosystems densely stocked forest extremely dry fuels lack precip high winds = fire likely continue til fall
Low,western wildfires forcing evacuations firefighters colorado new mexico battling wildfires m
Low,suppo fighting fire nohern colorado say three cheers fire fighters heres view
Low, @nationalprayer heavenly father please men women fighting #waldocanyonfire colorado springs area please  heavenly father please men women fighting #waldocanyonfire colorado springs area please protect them #amen
Low,colorado fire displaces hundreds 1 person missing firefighters colorado new mexico battling windfu
Low,3 homes may burned colorado wildfire #aspen
High, @kyleclark sources tell @9news 62 yr old woman died #highparkfire sources tell @9news 62 yr old woman died #highparkfire
Medium,“latest info 36930 acres 18 structures damaged 1 person missing stories updates here #highparkfire”
Medium, @u2videoqueen smoke plume #highparkfire viewed nohern #boulder county smoke plume #highparkfire viewed nohern #boulder county
Medium, @theumno mt @kellynehls #photo unedited photo new belgium brewery #highparkfire #focollins #loc new belgium brewery # http  mt @kellynehls #photo unedited photo new belgium brewery #highparkfire #focollins #loc new belgium brewery #
Medium,colorado fire @ carroll butts athletic park
Low,destructive ever colorado wildfire burns 181 homes  @msnbcus
Low,colorado wildfire hops road firefighters thursday made progress massive wildfire 15 miles west for
Low,colorado wildfire smoke smudges skies wyoming loveland colo ap  smoke massive nohern colo
Low,#highparkfire slow progress need favorable weather weve last couple days
High,colorado high park fire potential looters pose new threat  abc news abc newscolorado high park fire potentia
Low,fire colorado still burning
Medium, @coemergency items needed #highparkfire donation center items needed #highparkfire donation center
Medium,#highparkfire info #larimercounty webpage lot advice prepping fire safety lists evacuation checklists structure maps
High, @thecreativeeye @tryonb @springsgov cspd closing palmer park colorado springs big gatherings = high fire risk
Low, @humanesociety every crew risking life thoughts #highparkfire every crew risking life thoughts #highparkfire
Medium, @larimersheriff #highparkfire 43433 acres containment 500 firefighters working today
Low,live streaming video fire managers update #highparkfire
Medium,great info help #people #pets  @coloradostateu #highparkfire #cofire
High, @dbouwman pretty smoke free day fo collins smoke settling now closing windows #highparkfire pretty smoke free day fo collins smoke settling now closing windows #highparkfire
Medium,back news latest perimeter map #highparkfire late last night
Low, @cnnbrk #colorado firefighters facing wind heat #colorado firefighters facing wind heat
Low,week been #highparkfire better behave today
Low, @denverpost assist colorado #wildfire victims donate help #highparkfire #waldocanyonfire assist colorado #wildfire victims donate help #highparkfire #waldocanyonfire
Medium, @anacabrera #highparkfire latest 52000 acres 15% contained least 48 homes destroyed 200new evacs overnight glacier view area #highparkfire latest 52000 acres 15% contained least 48 homes destroyed 200new evacs overnight glacier view area
Low,#ifwt colorado wildfires getting worse 
Medium,aftermath forest fire  @wordpressdotcom  16 #photos #wildfire #environment
High,unprecedented colorado wildfires continue strong winds looting add problem the blazeap  cre
Low,forest fires colorado new mexico 
Low,#colorados forecast mainly smokey
Low,pray rain  @larimersheriff #highparkfire 36930 acres
Medium, @ourpubliclands breaking fire broke west boulder watching develop office right now  breaking fire broke west boulder watching develop office right now
Low, @newscomau firefighters recruited help fight raging wildfire western us state colorado which htt  firefighters recruited help fight raging wildfire western us state colorado which
Low,390 #highparkfire evacuees told return home wednesday
High, @larimersheriff #highparkfire evacuation orders issued pingree park area 25 notifications sent #highparkfire evacuation orders issued pingree park area 25 notifications sent
Medium,uploaded @youtube video waldo canyon fire  colorado springs 9pm june 25th
Low,colorado double wildfire crews
Medium,#boulderfire viewed ncar flames visible ridge air drops seem preventing rollover canyon
High,im target someone tell donations needed #highparkfire evacuees firefighters
