
costaRicaEarthquake2012,243377845072715777,KnownAlready,"quake,hits",Low,Bummer for Caribbean locals &amp; vacationers. Major quake hits near Costa Rica coast: http://t.co/6sL4AtOj Hope all is well down there!
costaRicaEarthquake2012,243367720022855680,KnownAlready,"Quake,Hits",Low,Costa Rica Earthquake 2012: 7.9 Magnitude Quake Hits Costa Rica http://t.co/dtHKXF2v #jcagain
costaRicaEarthquake2012,245776676586389504,KnownAlready,#earthquake,Low,"RT @quakemonitor: #earthquake M 4.8, off the coast of Costa Rica Depth: 35.00 km Sep 12 7:29:35 2012 BST http://t.co/Pxl8FygJ"
costaRicaEarthquake2012,247293697593597952,KnownAlready,Earthquake,Low,"Earthquake - Magnitude 5.1 - COSTA RICA - 2012 September 16, 05:51:09 UTC: http://t.co/RGcBeXKG"
costaRicaEarthquake2012,243426079547723776,KnownAlready,"rocked,earthquake:",Low,Did you hear? Costa Rica rocked by 7.6 earthquake: A 7.6 magnitude earthquake shook Costa Rica at 14:42:10 ... http://t.co/kErgzOEC #eTN
costaRicaEarthquake2012,243401194737901569,Official,"Tsunami,warning",Low,"RT @cnnbrk: Tsunami warning for Costa Rica, Nicaragua, Panama canceled after 7.6 quake. http://t.co/i7KZ1uZX"
costaRicaEarthquake2012,243436699517071360,KnownAlready,"quake,shakes",Low,Magnitude 7.6 quake shakes Costa Rica - ABC Online: ABC NewsMagnitude 7.6 quake shakes Costa RicaABC OnlineA pow... http://t.co/WHyfdam5
costaRicaEarthquake2012,243366331687256065,KnownAlready,"earthquake,reported",Low,Powerful earthquake reported in Costa Rica: http://t.co/6ZoS6sxc
costaRicaEarthquake2012,243378847502962688,Official,official:,Medium,"RT @AP: Costa Rica official: ""There's chaos in San Jose because it was a strong earthquake of long duration"": http://t.co/XM78Yz5P
 -MM"
costaRicaEarthquake2012,243375215244095488,KnownAlready,"quake,hits",Low,RT @CNN: 7.6-magnitude quake hits on Costa Rican coast. http://t.co/iRzYxUA0
costaRicaEarthquake2012,243374590288592896,KnownAlready,earthquake,Low,@TheNextCorner you missed our earthquake 7.6 in Costa Rica
costaRicaEarthquake2012,243461806629203969,ContinuingNews,Reuters,Low,"REN | #REN | Reuters |  Powerful quake hits Costa Rica, two dead -... http://t.co/5u8l45bY"
costaRicaEarthquake2012,243394697765199872,ContinuingNews,"@cnnbrk:,Linked",Medium,RT @cnnbrk: 7.9-magnitude #earthquake hits off coast of Costa Rica. http://t.co/i7KZ1uZX
costaRicaEarthquake2012,243411898605907968,Factoid,"no,casualties",Medium,RT @DarinRMcClure: Red Cross in Costa Rica says no casualties reported so far after the massive 7.9 magnitude earthquake.
costaRicaEarthquake2012,243372316963254273,MovePeople,"EVACUATION,RECOMMENDED!",High,[ #COSTARICA #TSUNAMI ADVISORY ]: NO TSUNAMI WAVES REPORTED YET--BE ON ALERT! PRECAUTIONARY EVACUATION RECOMMENDED! #Earthquake #PTWC
costaRicaEarthquake2012,243478046978473986,KnownAlready,earthquake,Low,"RT @NewEarthquake: 4.5 earthquake, Costa Rica. Sep 5 4:11pm at epicenter (15m ago, 71km S of Liberia, depth 35km). http://t.co/gjTxM14O"
costaRicaEarthquake2012,243427237188210688,Factoid,"dead,injured",High,"Two dead, 20 injured as major earthquake  at magnitude 7.6 damages Costa Rica coast, Red Cross says."
costaRicaEarthquake2012,243361759912681472,KnownAlready,"earthquake,strikes",Low,RT @BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS
costaRicaEarthquake2012,243366767903264768,Official,"declares,tsunami,alert,warning",Medium,RT @BreakingNews: Chile's navy declares tsunami alert warning for country's coastline following Costa Rica quake - @Reuters; USGS revise ...
costaRicaEarthquake2012,243426675155685377,ContinuingNews,Reuters,Low,"Powerful quake hits Costa Rica, two dead - Reuters India: IBNLive.comPowerful quake hits Costa Rica, two deadReu... http://t.co/fdR7rYY2"
costaRicaEarthquake2012,243390360884232192,Official,"president,says",Medium,RT @BreakingNews: Costa Rica president says no report of loss of life so far after quake - @Reuters; more updates on http://t.co/BGETbzo ...
costaRicaEarthquake2012,245851830112907264,Official,Officials:,Medium,Sott - Costa Rican Officials: A Strong Earthquake Could Still Occur in Guanacaste http://t.co/Y6s3nUc9
costaRicaEarthquake2012,243383729668640768,KnownAlready,"struck,quake",Low,"Costa Rica struck by 7.9 mag quake about 38 miles from town of Liberia, centered about 25 miles below the surface. No fatalities reported."
costaRicaEarthquake2012,245775888027877377,KnownAlready,#earthquake,Low,"#earthquake M 4.8, off the coast of Costa Rica: September 12, 2012 06:29:35 GMT http://t.co/wjvHAqPp"
costaRicaEarthquake2012,243455976546656256,ContinuingNews,"@Reuters:,Based_On_Author",Low,"RT @Reuters: Powerful quake hits Costa Rica, two dead http://t.co/bDiSXERD"
costaRicaEarthquake2012,243375571747360768,SignificantEventChange,"warning,cancelled",High,RT @RDLKid: @springrose12 @HDNER Tsunami warning in Caribbean cancelled following Costa Rican earthquake; was meant for Pacific Ocean
costaRicaEarthquake2012,243506920592392192,KnownAlready,earthquake,Low,@onedirection In Costa Rica there was a 7.9 earthquake =/
costaRicaEarthquake2012,243399592530563073,Irrelevant,,Low,Holy shit a 7.6 quake in Costa Rica?! Unbelievable.. Would have never expected any sort of extreme fault activity in that region.. #prayers😔
costaRicaEarthquake2012,243972182135431168,Irrelevant,,Low,Tell u what...that #Earthquake only lasted bout 2 seconds &amp; @Bobak9 had a faster reaction that #UsainBolt! Never seen a man move SO fast Lol
costaRicaEarthquake2012,243532572930498560,ContinuingNews,Based_On_Author,Low,"Strong Costa Rica quake causes panic, minor damage https://t.co/Ef5TdX9M"
costaRicaEarthquake2012,243384174285844480,KnownAlready,"quake,strikes",Low,RT @USGS: Magnitude 7.6 quake strikes west coast of Costa Rica: http://t.co/uRzQz9oh Tsunami info here: http://t.co/5FyzyrGC
costaRicaEarthquake2012,243387449999515651,KnownAlready,"quake,strikes",Low,RT @RT_com: First VIDEO: 7.6 magnitude quake strikes off the coast of Costa Rica http://t.co/pkSZQESr
costaRicaEarthquake2012,243388049797574657,KnownAlready,"Tsunami,warning,issued",Low,RT @Independent: Tsunami warning issued as powerful 7.6 quake hits Costa Rica http://t.co/PyeTR5b8
costaRicaEarthquake2012,243367116034670592,SignificantEventChange,Revised,High,"RT @NewEarthquake: Revised (7.9 -&gt; 7.6): 7.6 earthquake, Costa Rica. Sep 5 8:42am at epicenter (24m ago, 60km SSE of Liberia, depth 4 ..."
costaRicaEarthquake2012,243361298518249473,KnownAlready,"earthquake,strikes",Low,Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS
costaRicaEarthquake2012,243408136311029760,Sentiment,praying,Low,Can't believe a 7.6 earthquake hit costa rica :( so happy my family is okay but praying for those who were not as fortunate
costaRicaEarthquake2012,243380223213711360,KnownAlready,"Quake,Hits",Low,"Powerful Quake Hits Costa Rica, Tsunami Warning Issued http://t.co/0o4UuN0t"
costaRicaEarthquake2012,243365140496539651,KnownAlready,"Magnitude,#earthquake,hits",Low,RT @BBCWorld: Magnitude 7.9 #earthquake hits #CostaRica - USGS. Details soon: http://t.co/TcpLwxJJ
costaRicaEarthquake2012,243364461027659780,KnownAlready,"Magnitude,earthquake,strikes",Low,RT “@BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS”
costaRicaEarthquake2012,243363672506896384,Official,"tsunami,watch",Low,A Caribbean-wide tsunami watch is in effect after a 7.9-magnitude earthquake struck Costa Rica. #KeepSafe #GodBless
costaRicaEarthquake2012,243390792889163776,KnownAlready,"Earthquake,Hits",Low,"Earthquake Hits Off Costa Rica, Tsunami Warnings Issued http://t.co/UNj9Z75K"
costaRicaEarthquake2012,243967807463768064,FirstPartyObservation,"I,felt",Low,#EARTHQUAKE. I actually felt that one!
costaRicaEarthquake2012,243368231706963969,KnownAlready,"quake,hits",Low,7.6-magnitude quake hits on Costa Rican coast http://t.co/WmdiDVXx #cnn
costaRicaEarthquake2012,243362783322861568,Official,"tsunami,watch",Low,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters"
costaRicaEarthquake2012,243377597612969984,Factoid,"no,casualties",Medium,RT @Michelle9647: RT @BreakingNews: Red Cross in Costa Rica says no casualties reported so far after quake - @Reuters ll @JALpalyul
costaRicaEarthquake2012,243362997215571968,Official,"#Tsunmai,WARNING",Low,"""@RobertaCBS5: Breaking: 7.9 #earthquake off Costa Rica coast. #Tsunmai WARNING for west coasts of Central America."""
costaRicaEarthquake2012,243683131692036096,ContinuingNews,Linked,Low,Costa Rica escapes serious damage from big quake http://t.co/SpG6MDUe
costaRicaEarthquake2012,243626894459797504,Factoid,"Three,killed",Medium,Three killed in Costa Rica 7.6-magnitude quake - Xinhua: The NationThree killed in Costa Rica 7.6-magnitude quak... http://t.co/2QKsXs8w
costaRicaEarthquake2012,243370475663806464,KnownAlready,"quake,hits",Low,"Strong 7.9 quake hits Costa Rica, tsunami warning issued. http://t.co/5paIoWUj"
costaRicaEarthquake2012,243679361000153088,Irrelevant,,Low,"#earthquake: M 1.0, Southern California http://t.co/Ms4Sj0eR"
costaRicaEarthquake2012,243374053396738049,KnownAlready,"#earthquakenhits,Costa",Low,"RT @ABC7: #BREAKINGNEWS 7.9-mag. #earthquake
hits Costa Rica, about 50 miles from town of Liberia; no immediate report of damage or injuries"
costaRicaEarthquake2012,243972773528084480,Irrelevant,,Low,#DNC2012. Was so earth shattering it caused an #earthquake on the other side of the country!! I hope everyone is safe
costaRicaEarthquake2012,243363244704677888,KnownAlready,earthquake,Low,Birth pangs. 7.9 earthquake in Costa Rica
costaRicaEarthquake2012,243375504625905664,Official,"tsunami,alert,issued",Low,RT @ninaism: Caribbean tsunami alert issued after powerful 7.9-magnitude quake rocks Costa Rica.
costaRicaEarthquake2012,243372182737154048,ContinuingNews,"remain,in,effect,Based_On_Author",Low,"RT @CNNweather: #Tsunami Warnings remain in effect for Costa Rica, Panama, and Nicaragua after the now 7.6M quake: http://t.co/4jg0FjYJ"
