fireColorado2012,['acres'],Low
fireColorado2012,['Photo'],Low
fireColorado2012,"['evacuation', 'area', 'notice']",High
fireColorado2012,['see'],Medium
fireColorado2012,"['square', 'miles']",Low
fireColorado2012,"['map', 'Linked']",Medium
fireColorado2012,['Linked'],Low
fireColorado2012,['#Media'],Low
fireColorado2012,"['@LarimerSheriff:', 'Based_On_Author']",Low
fireColorado2012,['praying'],Low
fireColorado2012,"['Pic', 'Photo']",Medium
fireColorado2012,"['Thank', 'you']",Low
fireColorado2012,['Based_On_Author'],Low
fireColorado2012,['Linked'],Low
fireColorado2012,"['acres', 'destroyed', 'dead.']",Medium
fireColorado2012,"['Photos', 'Photo']",Medium
fireColorado2012,"['@reporterherald:', 'Based_On_Author']",Low
fireColorado2012,"['Strong', 'Winds', 'Looting']",High
fireColorado2012,"['Animal', 'Hosptal']",High
fireColorado2012,"['(Reuters)', 'Linked']",Low
fireColorado2012,['Sorry'],Low
fireColorado2012,['Linked'],Low
fireColorado2012,"['view', 'camera']",Medium
fireColorado2012,['#ecosystems'],Low
fireColorado2012,['Linked'],Low
fireColorado2012,['CHEERS'],Low
fireColorado2012,['Linked'],Low
fireColorado2012,['Based_On_Author'],Low
fireColorado2012,"['Sources', 'tell']",High
fireColorado2012,"['acres', 'damaged', 'missing.']",Medium
fireColorado2012,['Photo'],Medium
fireColorado2012,"['#photo', 'photo', 'Photo']",Medium
fireColorado2012,['Photo'],Medium
fireColorado2012,['Linked'],Low
fireColorado2012,['Linked'],Low
fireColorado2012,"['(AP)', 'Linked']",Low
fireColorado2012,['Looters'],High
fireColorado2012,"['Items', 'needed', 'Donation']",Medium
fireColorado2012,['advice'],Medium
fireColorado2012,['closing'],High
fireColorado2012,['thoughts'],Low
fireColorado2012,['acres'],Medium
fireColorado2012,['Based_On_Author'],Low
fireColorado2012,['acres'],Low
fireColorado2012,"['Great', 'info']",Medium
fireColorado2012,"['map', 'Linked']",Medium
fireColorado2012,"['@cnnbrk:', 'Based_On_Author', 'Linked']",Low
fireColorado2012,"['donate', 'Linked']",Low
fireColorado2012,"['acres', 'contained', 'destroyed']",Medium
fireColorado2012,['Linked'],Low
fireColorado2012,['Photo'],Medium
fireColorado2012,"['Strong', 'Winds', 'Looting']",High
fireColorado2012,['Pray'],Low
fireColorado2012,['Photo'],Medium
fireColorado2012,"['@news_com_au:', 'Based_On_Author', 'Linked']",Low
fireColorado2012,['Based_On_Author'],Low
fireColorado2012,"['evacuation', 'orders', 'issued']",High
fireColorado2012,['Video'],Medium
fireColorado2012,['Linked'],Low
fireColorado2012,['Photo'],Medium
fireColorado2012,['donations'],High
fireColorado2012,['Evacuations'],High
fireColorado2012,"['100', 'percent', 'contained']",High
fireColorado2012,"['@BreakingNews:', 'Based_On_Author', 'Linked']",Low
fireColorado2012,"['Heavy', 'air', 'tanker']",Medium
fireColorado2012,['acres'],Low
fireColorado2012,"['Re-Evacuations', 'announced']",High
fireColorado2012,['@CBSDenver'],Low
fireColorado2012,"['square', 'miles.']",Low
fireColorado2012,"['@denverpost', 'Linked']",Low
fireColorado2012,"['Disaster', 'Recovery', 'Center', 'opened']",High
fireColorado2012,"['@DenverChannel:', 'Based_On_Author']",Low
fireColorado2012,['Linked'],Low
fireColorado2012,['contained;'],Low
fireColorado2012,['Photo'],Medium
fireColorado2012,"['temperatures', 'winds']",Medium
fireColorado2012,"['#Evacuation', 'center']",High
fireColorado2012,['Photo'],Medium
fireColorado2012,['Photo'],Medium
fireColorado2012,"['acreage', 'containment.']",Medium
fireColorado2012,['Officials'],Medium
fireColorado2012,"['sq', 'miles']",Low
fireColorado2012,['Praying'],Low
fireColorado2012,"['evacuation', 'area', 'expanded']",High
fireColorado2012,['Donationsl'],Medium
fireColorado2012,"['defy', 'evacuation', 'order']",High
fireColorado2012,['degrees'],High
fireColorado2012,"['acres', 'sq.', 'miles)']",Medium
fireColorado2012,['Linked'],Low
fireColorado2012,['Photo'],Medium
fireColorado2012,"['@AP:', 'Based_On_Author']",Low
fireColorado2012,['acres'],Medium
fireColorado2012,"['AP', 'Linked']",Low
fireColorado2012,['map'],Medium
fireColorado2012,"['miles', 'away!', 'Photo']",High
fireColorado2012,['Photo'],Medium
fireColorado2012,['Linked'],Low
fireColorado2012,['Yahoo!'],Low
fireColorado2012,"['TEMP', 'degrees.']",High
fireColorado2012,['Linked'],Low
fireColorado2012,['contained'],Low
fireColorado2012,"['@EmrgncyNewsWire:', 'Based_On_Author']",Low
fireColorado2012,['Linked'],Low
fireColorado2012,['donate'],Medium
fireColorado2012,['Linked'],Low
fireColorado2012,['Photo'],Medium
fireColorado2012,['fundraiser'],Medium
fireColorado2012,['praying'],Low
fireColorado2012,"['live', 'briefing:']",High
fireColorado2012,"['live', 'briefing:']",Medium
fireColorado2012,['Linked'],Low
fireColorado2012,['contained'],Low
fireColorado2012,"[""don't"", 'wait']",Medium
fireColorado2012,"['volunteer', 'call']",Medium
fireColorado2012,"['acres', 'dead:']",Medium
