typhoonPablo2012,['Linked'],Medium
typhoonPablo2012,"['@gmanews:', 'Linked']",Low
typhoonPablo2012,['Linked'],Low
typhoonPablo2012,['track'],Medium
typhoonPablo2012,['#PrayforthePhillipines'],Low
typhoonPablo2012,['please'],Low
typhoonPablo2012,['Linked'],Low
typhoonPablo2012,['Linked'],Medium
typhoonPablo2012,['photo'],Low
typhoonPablo2012,"['Signal', 'No.']",High
typhoonPablo2012,['Linked'],Low
typhoonPablo2012,['@rapplerdotcom:'],Low
typhoonPablo2012,['Linked'],Low
typhoonPablo2012,"['km', 'Southeast']",Medium
typhoonPablo2012,"['Based_On_Author', 'Linked']",Low
typhoonPablo2012,"['Classes', 'suspended']",Medium
typhoonPablo2012,"['Evacuees', 'getting', 'wet']",High
typhoonPablo2012,['pray'],Low
typhoonPablo2012,['Linked'],Low
typhoonPablo2012,"['180km', 'east']",Medium
typhoonPablo2012,"['Camera', 'image', 'Photo']",Medium
typhoonPablo2012,"['photo', 'Photo']",Medium
typhoonPablo2012,['Based_On_Author'],Low
typhoonPablo2012,['Pray'],Low
typhoonPablo2012,['afraid'],Low
typhoonPablo2012,"['Numbers', 'call']",High
typhoonPablo2012,"['stay', 'safe!!!']",Low
typhoonPablo2012,"['@ABSCBNNews:', 'Based_On_Author']",Low
typhoonPablo2012,"['km', 'Southeast']",Medium
typhoonPablo2012,['Linked'],Low
typhoonPablo2012,['pray'],Low
typhoonPablo2012,"['Satellite', 'image', 'Photo']",Medium
typhoonPablo2012,"['Satellite', 'image']",High
typhoonPablo2012,['Thanks'],Low
typhoonPablo2012,['ＰＲＡＹ'],Low
typhoonPablo2012,"['Expected', 'track', 'Photo']",High
typhoonPablo2012,"['people', 'shelter']",Medium
typhoonPablo2012,"['heavy-intense', 'rains']",High
typhoonPablo2012,['pray'],Low
typhoonPablo2012,"['Strong', 'winds', 'Continuous', 'rainfall']",Medium
typhoonPablo2012,['Linked'],Low
typhoonPablo2012,"['Satellite', 'image', 'Photo']",High
typhoonPablo2012,['Photo'],High
typhoonPablo2012,['dead.'],Medium
typhoonPablo2012,"['kph', 'winds']",Medium
typhoonPablo2012,"['7.5°N', '127.5°E', 'km...']",Medium
typhoonPablo2012,"['located', 'km']",Medium
typhoonPablo2012,"['Keep', 'safe']",Low
typhoonPablo2012,['Linked'],Low
typhoonPablo2012,"['eye', 'located']",Medium
typhoonPablo2012,"['be', 'safe', '#Prayer']",Low
typhoonPablo2012,"['CLASSES', 'SUSPENDED']",Medium
typhoonPablo2012,"['@TheWatchers_:', 'Based_On_Author']",Low
typhoonPablo2012,"['Based_On_Author', 'Linked']",Low
typhoonPablo2012,"['upgraded', 'typhoon']",High
typhoonPablo2012,"['landslide', 'reported']",High
typhoonPablo2012,"['@breakingstorm:', '@AFP', 'Based_On_Author']",Low
typhoonPablo2012,"['to', 'strike']",Medium
typhoonPablo2012,"['Power', 'out']",High
typhoonPablo2012,"['Praying', 'STAY', 'SAFE']",Low
typhoonPablo2012,['kilometers'],Medium
typhoonPablo2012,"['Press', 'briefing']",Medium
typhoonPablo2012,"['suspends', 'classes']",Medium
typhoonPablo2012,"['at', 'southeast']",Medium
typhoonPablo2012,"['km', 'Southeast']",Medium
typhoonPablo2012,['pray'],Low
typhoonPablo2012,['Forecast'],Medium
typhoonPablo2012,"['Based_On_Author', 'Linked']",Low
typhoonPablo2012,['Praying'],Low
typhoonPablo2012,['Linked'],Medium
typhoonPablo2012,"['God', 'bless']",Low
typhoonPablo2012,"['NEW', 'Signal', 'No.']",High
typhoonPablo2012,"['no', 'electricity']",High
typhoonPablo2012,"['forecast', 'track', 'Photo']",High
typhoonPablo2012,"['#BBC', 'Linked']",Low
typhoonPablo2012,"['cancelled', 'flights']",Low
typhoonPablo2012,"['River', 'now', 'rise.']",High
typhoonPablo2012,"['@ANCALERTS:', 'Based_On_Author']",Low
typhoonPablo2012,"['NEW', 'Signal', 'No.']",High
typhoonPablo2012,['Pray'],Low
typhoonPablo2012,"['Based_On_Author', 'Linked']",Low
typhoonPablo2012,"['looked', 'Photo']",Medium
typhoonPablo2012,['WARNING:'],Medium
typhoonPablo2012,"['prayers', 'thoughts']",Low
typhoonPablo2012,"['classes', 'suspended']",Medium
typhoonPablo2012,"['Satellite', 'image']",High
typhoonPablo2012,"['@ABSCBNNews:', 'Based_On_Author', 'Linked']",Low
typhoonPablo2012,"['No', 'power']",High
typhoonPablo2012,"['#Weather', 'landfall']",Medium
typhoonPablo2012,"['eye', 'located']",Medium
typhoonPablo2012,"['CYCLONE', 'WARNING:']",High
typhoonPablo2012,"['Keep', 'safe']",Low
typhoonPablo2012,['FUTURECAST'],Medium
typhoonPablo2012,['#pabloPH'],Medium
typhoonPablo2012,"['Satellite', 'image', 'Photo']",High
typhoonPablo2012,"['God', 'pls.protect', 'us']",Low
typhoonPablo2012,"['max', 'winds']",Medium
typhoonPablo2012,"['made', 'landfall']",High
typhoonPablo2012,"['km', 'southeast']",Medium
typhoonPablo2012,['hotlines:'],Medium
typhoonPablo2012,['Based_On_Author'],Low
typhoonPablo2012,"['Based_On_Author', 'Linked']",Low
typhoonPablo2012,"['suspends', 'classes']",Medium
typhoonPablo2012,['hope'],Low
typhoonPablo2012,"['billboard', 'fell']",Medium
typhoonPablo2012,"['Hope', 'safe']",Low
typhoonPablo2012,['Photo'],Medium
typhoonPablo2012,"['Forced', 'evacuation', 'begun']",High
typhoonPablo2012,"['eye', 'located']",Medium
typhoonPablo2012,"['Forecast', 'track']",Medium
typhoonPablo2012,['Praying'],Low
typhoonPablo2012,"['VIDEO:', 'Video']",Low
typhoonPablo2012,['Photo'],Low
typhoonPablo2012,"['Based_On_Author', 'Linked']",Low
typhoonPablo2012,['Praying'],Low
typhoonPablo2012,['Linked'],Low
typhoonPablo2012,"['@DepEd_PH:', 'Based_On_Author']",Medium
typhoonPablo2012,"['#keepsafe', '#Pray.']",Low
typhoonPablo2012,['Linked'],Low
typhoonPablo2012,"['answered', 'here:']",Medium
typhoonPablo2012,"['Mobile', 'phone', 'service', 'interruptions']",High
typhoonPablo2012,['Linked'],Low
typhoonPablo2012,"['am.Heavy', 'rain']",Medium
typhoonPablo2012,"['HELP', 'report']",Medium
typhoonPablo2012,"['service', 'interruption']",High
typhoonPablo2012,"['Advisory', 'classes', 'suspension']",Medium
typhoonPablo2012,"['water', 'non-food', 'items', 'needed.']",Medium
typhoonPablo2012,"['Rain', 'wind']",Medium
typhoonPablo2012,['Linked'],Low
typhoonPablo2012,"['Super', 'strong', 'wind.']",Medium
typhoonPablo2012,"['Based_On_Author', 'Linked']",Low
typhoonPablo2012,"['@breakingweather:', 'Based_On_Author', 'Linked']",Medium
typhoonPablo2012,"['enters', 'Area']",High
typhoonPablo2012,['pray'],Low
typhoonPablo2012,"['Keep', 'safe', 'calm', 'pray.']",Low
typhoonPablo2012,"['latest', 'updates']",Medium
typhoonPablo2012,"['Landfall', 'expected']",High
typhoonPablo2012,['Photo'],Medium
typhoonPablo2012,"['NOT', 'OPEN']",Low
typhoonPablo2012,"['satellite', 'image', 'Photo']",Medium
typhoonPablo2012,"['#pabloph...classes', 'suspended']",Low
typhoonPablo2012,['Photo'],Low
typhoonPablo2012,['pray.'],Low
typhoonPablo2012,['forecast'],High
typhoonPablo2012,"['images', 'Photo']",Medium
typhoonPablo2012,"['Based_On_Author', 'Linked']",Low
typhoonPablo2012,"['ready', 'evac']",High
typhoonPablo2012,"['Based_On_Author', 'Linked']",Low
typhoonPablo2012,"['now', 'approaching']",Medium
typhoonPablo2012,['weakened'],Medium
typhoonPablo2012,['pray'],Low
typhoonPablo2012,['rain'],Low
typhoonPablo2012,['forecast'],High
typhoonPablo2012,"['WEATHER', 'WARNING:']",Medium
typhoonPablo2012,"['slightly', 'weakened']",Medium
typhoonPablo2012,"['kph', 'winds']",Medium
typhoonPablo2012,['Linked'],Low
typhoonPablo2012,"['listen', 'to']",Medium
typhoonPablo2012,"['eye', 'located']",Medium
typhoonPablo2012,"['maintained', 'strength']",Medium
typhoonPablo2012,['Linked'],Low
typhoonPablo2012,"['eye', 'located']",Medium
typhoonPablo2012,"['last', 'year.', 'Linked']",Low
typhoonPablo2012,['entered'],High
typhoonPablo2012,"['mph', 'winds.']",Medium
typhoonPablo2012,"['Heavy', 'squall']",Medium
typhoonPablo2012,['Linked'],Medium
typhoonPablo2012,"['love', 'prayers']",Low
typhoonPablo2012,['#brownout'],High
typhoonPablo2012,"['@ABSCBNNews:', 'Linked']",Low
typhoonPablo2012,"['Heavy', 'rain']",Medium
typhoonPablo2012,"['heavy', 'rains', 'expected']",High
typhoonPablo2012,"['flights', 'canceled']",Low
typhoonPablo2012,['Linked'],Low
typhoonPablo2012,"['@rapplerdotcom', 'Linked']",Low
typhoonPablo2012,"['Location', 'track']",High
