Cardiff homeless helped with contactless donations,http://www.bbc.co.uk/news/uk-wales-south-east-wales-43391678,"People able donate money help homeless people making contactless payments walking Cardiff city centre.An interactive screen installed The Hayes allow passers-by donate £2 debit credit cards time.Money raised used grants given organisations working homeless people.Cardiff councillor Lynda Thorne said could ""end cycle homelessness"". Homeless shunned hostels 'over drug use' Sleeping freezing temperatures Cafe train employ homeless people The donations Give DIFFerently campaign managed Communities Foundation Wales, voluntary third sector organisations apply grants £250 £750 help support homeless people. Media playback unsupported device Media captionMost passers-by supportive new contactless donation scheme Ms Thorne, Cardiff council cabinet member housing communities, said: ""The aim Give DIFFerently end cycle homelessness move people away rough sleeping providing meaningful support small grants really make difference individuals"".Adrian Field, executive director FOR Cardiff, business organisation funded donation point, said: ""This alternative means helping deal homelessness issue Cardiff.""We've brought partners together using contactless technology encourage people donate, hopefully get homeless people streets good"".Some 10% raised set aside organisations working prevent future generations homeless.The installation due remain The Hayes 25 March 2018."
Alan Barnes fund: Why do we donate money to strangers?,http://www.bbc.co.uk/news/uk-england-31091938,"Fundraising disabled man mugged outside home topped £300,000 mark. It's latest high-profile example people moved plight strangers. But inspires level generosity?It despicable act: moment thug pushed Alan Barnes pavement rifled pockets cash. But aftermath attack came torrent kindness, 24,000 people donated money web page set beautician Katie Cutler help Gateshead pensioner. After four days, donations Go Fund Me page topped £300,000, far exceeding target £500. Examples fundraising scale becoming commonplace, thanks social media appeals fundraising websites make easy click donate. Cancer patient Stephen Sutton marathon runner Claire Squires made headlines raising huge sums money using online platform. Donations continue roll Alan Barnes fund, appeal resonated quickly public?""It's real person identify with,"" said Dr Joan Harvey, psychologist Newcastle University.""With bigger appeals feel can't identify way.""[This] caught public imagination. He's chap disabilities, he's badly treated yobs comes along angel mercy target; wants new house feel safe. ""So we've got local man, angel target. What's kind about? So dig pockets."" Image copyright Go Fund Me Adversity, tragedy, injustice wrongdoing repeatedly inspired ordinary people donate hard-earned cash good causes - even complete strangers.The amount matters, according Dr Harvey. She said people simply wanted feel contributed. One donor Alan Barnes fund wrote: ""Just donated ten pounds I hope helps. What happened Alan disgusting deserves feel safe.""Another wrote: ""I proud donate something useful.""Small-scale gestures ""a fiver tenner there"" quickly mounted small fortune, helping secure future Mr Barnes Miss Cutler could never anticipated. So else made campaign success? ""There's really simple explanation, someone asked,"" said Dr Beth Breeze, University Kent's Centre Philanthropy.""People get mugged every weekend, woman taken upon ask donations. ""We're generous nation takes someone else organise it. People wake think 'I've got spare money, I give to?', email comes link [to fundraising page], people respond."" Top Just Giving pages 2014 Stephen Sutton's fundraising page Teenage Cancer Trust - £4,519,242.39 The Ice Bucket Challenge fundraising appeal Motor Neurone Disease Association - £4,013,529.82 Manchester Evening News fundraising appeal Manchester Dogs' Home following devastating fire - £1,473,911.40 A fundraising page six-year-old cancer patient Kelli Smith, set father also terminal brain cancer - £510,206.27 The popularity sites Go Fund Me Just Giving partially ease anyone start fundraising campaign, new appeals appearing daily basis. In last 48 hours alone, The Guardian reports thousands dollars raised help Detroit man walks 21 miles (34km) work.Miss Cutler's campaign, meanwhile, ""sixth-largest time"" Go Fund Me, site said. Anne-Marie Huby, co-founder Just Giving, said: ""As well donating charities, people want make difference direct way moved particular story news social media. That's plight Alan Barnes [others] received much support.""We saw 1,000 projects similar kind Just Giving 2014 alone, shows power crowd harnessed really positive impact."" Just Giving seen number high-profile appeals recent years.In 2012 Claire Squires died less mile finish London Marathon, prompting people donate £600,000 page days death, eventually £1m total.Donations Stephen Sutton's campaign Teenage Cancer Trust reached £4.5m Facebook page documenting battle bowel cancer went viral. Image copyright Stephen Sutton Image caption Stephen Sutton raised millions Teenage Cancer Trust Image copyright Jason Manford Image caption Comedian Jason Manford among supporters Stephen Sutton's online fundraising campaign The Staffordshire teenager's profile boosted comedian Jason Manford posted picture Stephen's signature 'thumbs up' gesture Twitter hashtag #ThumbsUpForStephen. ""The beauty social media send money also send message,"" said Dr Breeze.""People like personal social media lets give something money, say 'sorry' Claire Squire's family 'good luck' Stephen Sutton."" Image copyright GMP/PA Image caption Donations Manchester Dogs' Home, gutted blaze. reached £1m 24 hours According research UK Giving, half us give charity every month, causes relating cancer, children animal welfare attracting donations.It's fact reflected recent success campaign raising £1m 24 hours following blaze killed 60 animals Manchester Dogs' Home #NoMakeUpSelfie craze, raised £2m Cancer Research UK matter days. ""That's sort thing days social media,"" said Dr Breeze. ""But things come go.""NoMakeUpSelfie lasted eight days [the Alan Barnes fund] gone weekend. It's nature world live in."""
Azaan Kaleem: Luton stab victim's mum praises blood donors,http://www.bbc.co.uk/news/uk-england-beds-bucks-herts-44641257,"A mother said able ""say goodbye"" son, stabbed death, blood donors. Azaan Kaleem, 18, found hurt Hartsfield Road, Luton, 22 March died injuries hospital two days later.He received 16 units blood 16 platelets, enabling stabilised undergo vital surgery, NHS Blood Transplant said.Azaan's mother, Roseann Taylor, calling people give blood. Ms Taylor said: ""It thanks blood donors Azaan could operated family given time gather around say goodbye. ""It brought immense comfort knowing thanks selfless act blood donors, donating hour time, I got spend another 48 hours son."" Image copyright Bedfordshire Police Image caption Azaan Kaleem's mother Roseann Taylor said son ""full life extremely kind heart"" She urging anyone, ""especially black Asian backgrounds Azaan"", donate. Ms Taylor also raising money trauma unit Luton Dunstable Hospital treated.Five people charged Azaan Kaleem's murder due stand trial Luton Crown Court 2 October."
Iron Man star praises 'true hero' terminally ill boy,http://www.bbc.co.uk/news/uk-scotland-43598448,"Iron Man star Robert Downey Jr recorded new video terminally-ill Scottish boy, praising ""true hero"".The actor became fan Aaron Hunter eight-year-old asked support charity pressing research condition, ROHHAD. In video, Downey joins Aaron family explain disease urge people donate money.In earlier film star jumped muddy puddles part challenge. Image Copyright @RobertDowneyJr @RobertDowneyJr Report Image Copyright @RobertDowneyJr @RobertDowneyJr Report Aaron suffers ROHHAD (Rapid-Onset Obesity Hypothalamic Dysfunction, Hypoventilation Autonomic Dysregulation), rare condition causes children gain weight develop breathing difficulties. There 100 confirmed cases worldwide currently cure. In new video, posted Downey's Twitter feed, says: ""Aaron Hunter amazing young Scottish fellow""We introduced I got know more, I got caught spirit desire help others extremely debilitating disease called ROHHAD.""Aaron's parents, Alexandria West Dunbartonshire, also appear video, describing Avengers star's support made real difference campaign research disease.Aaron's sister Lauren adds: ""Robert helping us really good thing helping Aaron, helping families, children ROHHAD."" Image Copyright @RobertDowneyJr @RobertDowneyJr Report Image Copyright @RobertDowneyJr @RobertDowneyJr Report Downey posted video days another social media film showing jumping muddy puddles part ROHHAD awareness-raising challenge went viral.Dressed white wearing red hair wig tartan hat, often dubbed See You Jimmy wig, splashes around Jump Van Halen.He urges Avengers co-stars - including Samuel L Jackson, Scarlett Johansson Chris Pratt - get involved joining fight disease."
The couple who care for stricken dogs in an Indian beach town,http://www.bbc.co.uk/news/uk-england-43941746,"During 10-year exile India, British couple spent £300,000 money help stricken dogs beach town. Why? It supposed trip see world taking early retirement.After spending time Gran Canaria, Mary Steve Muscroft booked two-week package holiday Kovalam Kerala, south India.They get return flight.Instead, stayed look two dogs captured hearts. Ten years almost 100 dogs, run animal clinic three staff set Street Dog Watch Association - organisation rescues stricken dogs feeds, vaccinates sterilises area's strays. Image copyright Street Dog Watch Image caption Rambo, seen getting first haircut, found Lighthouse Beach. He ""fairly feisty"" first, hence muzzle, lived couple died, aged 17 ""In way I envisage would life,"" says Mary, singer former RSPCA volunteer Middlesex.""But never going sit read eat drink. I think anyone would ever planned though - would crazy.""Before retiring, Steve, 59, run manufacturing business Bradford.""We well comfortable decided retire young enough,"" says.""We set plans seeing bit Europe."" Image copyright Street Dog Watch Image caption Mary kept busy canine charges way The couple's first aim see could adjust life without working.""But came two-week holiday fell love two rescue pups,"" Steve says.""The whole thing snowballed. Two dogs became six, became 12 on."" You might also interested in: India's 'killer dogs' The man kills stray dogs Kerala Do India's stray dogs kill people terror attacks? It long couple started go feed street dogs Kovalam, resort palm tree-lined beaches Arabian Sea.The feeding round got big rickshaw hired carry food needed 15km (9 miles) trip. Image copyright Street Dog Watch Image caption Fundraisers regularly held raise money association The rickshaw driver Kukku, Street Dog Watch's clinic manager, whose family also help out.Puppies would found brought back, locals started leave dogs gates.""We found six puppies left plastic bag once,"" Steve says.And began life sitting night nursing feeding dogs willing get better ill. Image copyright Street Dog watch Image caption Visitors shelters always guaranteed good welcome Their dogs housed four large shelters, 25 shelter.A typical day begins getting cleaning up.""We get lot pooper scoopers,"" Mary says.The dogs fed watered checks carried make sure healthy.Between 11am 3pm hot - temperatures regularly get 30s higher - animals dognap 4pm feeding routine begins again. Image copyright Street Dog Watch Image caption Kennel manager Kukku's son, Aryan Mahesh, helps feeding pups Social media plays part, details steady stream pups dogs adoption posted online. However, couple recommend people UK try bring dog expensive stressful animal. Anyone tempted give home Keralan dog instead donate animal rescue charity, say.Disease much problem area, according couple. The kennel staff vaccinated rabies occurrences disease fairly rare. Other diseases, distemper parvo problem, animals least, dogs vaccinated them. Media playback unsupported device Media captionHow feed 100 stray dogs? The couple ploughed £300,000 money Street Dog Watch Association, gone dog care.They regularly hold fundraisers helped family, friends tourists donate money them.Sterilisations, couple first started organise number stray dogs high, recently stopped money, donated friend, run out.When first started, 633 dogs counted around beaches Kovalam Samudra.In 2017, 89. Image copyright Street Dog Watch Image caption The couple envisage would early retirement would work - love life ""It's sterilisation, played part,"" Mary says.Only healthy dogs sterilised idea put dogs back street, rather look shelters.""But still see them, check healthy. There's shortage food water them, free. It might different city,"" says.A crowdfunding campaign running, meetings taking place local government try official licence granted. Image copyright Sarah Portlock Image caption ""I miss Match Day I miss scraping ice car"" ""I want Street Dog Watch become self-sufficient get local authority help bill. It's money people give us go treats dogs, rather basic care,"" Steve says.It's hard, couple say live basic standard - cracked crockery norm - regrets.""I miss family friends, good old English breakfast. I miss going pub Match Day,"" Steve says.""But there's compensation ways. There's ice windscreen central heating bill. ""I'm happy nearly 60-year-old be."""
Footballer dies after collapsing on pitch in Swansea,http://www.bbc.co.uk/news/uk-wales-south-west-wales-42683082,"Tributes paid footballer died collapsing match Swansea.Mitchell Joseph, 32, playing St Joseph's FC Swansea Senior Football League Saturday.He taken city's Morriston Hospital sets players tried help pitch following first half incident later died.A club spokesman said everyone ""deeply saddened"".Patrick Cullen, one club's committee members said: ""He massive part club pitch. 'Stalwart'""The messages we've teams Swansea incredible nearly every team offered donate money cover funeral costs. Image copyright Google ""Our condolences go fiancee Laura rest family.""Mr Cullen said Mr Joseph started career club grandfather's involvement came back season play retiring.Jamie Elias, league's secretary added: ""He stalwart league everybody taken aback it.""The Welsh Ambulance Service said two rapid response vehicles ambulance send playing fields shortly 15:00 GMT.The Wales Air Ambulance also attended needed."
Disney 'celebrates' Black Panther by giving $1m to charity,http://www.bbc.co.uk/news/entertainment-arts-43212336,"Disney celebrating success Black Panther donating $1m (£718,000) national youth club.The money go Boys Girls Clubs America develop science, technology, engineering maths programmes.One major themes blockbuster's plot nation thriving result technological advances. It follows Black Panther Challenge, raised money children deprived backgrounds see film. Skip Youtube post TheEllenShow Warning: Third party content may contain adverts Report End Youtube post TheEllenShow Image Copyright TheEllenShow TheEllenShow Report Warning: Third party content may contain ads. It started Frederick Joseph, marketing consultant activist New York, set fundraising campaign help pay children local youth club could see film free.Joseph got backing Ellen DeGeneres Black Panther Chadwick Boseman, donated $10,000 (£7,000) meant children Boys Girls Club Harlem got see Black Panther.The movement also spread UK, Ghana South Africa. Image copyright Getty Images Image caption Jade Anouka Tinie Tempah pledged join Black Panther Challenge Chewing Gum actress Jade Anouka raised £4,000 rent room London's Peckham Plex cinema.""I think film inspiration many I'm especially excited showing young black people hero too,"" told The Guardian.Tinie Tempah also announced Twitter would hiring cinema children similar backgrounds could see film.""Growing I see many films protagonists skin tone especially, super hero movie,"" said.The rapper posted photo Instagram surrounded school pupils - including old school St Paul's Academy. Image Copyright tiniegram tiniegram Report Image Copyright tiniegram tiniegram Report Disney's decision donate money uncommon occurrence. They released figures 2017, say donated $400m (£287m) 2016 charitable causes.The company said Black Panther donations used ""serve inspire kids"" across 12 communities USA develop ""3-D printers, robotics, high-definition video production conferencing equipment."" Follow us Facebook, Twitter @BBCNewsEnts, Instagram bbcnewsents. If story suggestion email entertainment.news@bbc.co.uk."
"Bristol Uni students raise Â£1,500 to send cleaner on holiday",http://www.bbc.co.uk/news/newsbeat-44628549,"A cleaner University Bristol gifted £1,500 students crowdfunded money send Jamaica.The money raised fund week's trip Herman Gordon wife visit family.""He epitome happiness,"" JustGiving page 230 supporters donated money says.A video Herman surprised money later shared online shows breaking tears.The gift accompanied note addressed ""Bristol Students"", thanked Herman ""positive energy"" years. ""You brightened many days want know love appreciate you."" Media playback unsupported device Media captionAn emotional Herman surprised gift - caught video Herman worked Bristol University part cleaning staff 12 years.In terms positivity many students praise for, Herman told Newsbeat important keep away ""negative vibes"".""I know students studying. You want negative vibes around them.""They speak good things me, I speak good things them, I bless all.""According admin Bristruths Facebook page (an anonymous ""truth"" page Bristol University), idea Herman's trip came Facebook post. ""It started post 19th May,"" told Newsbeat. Image copyright Bristruths The initial post called Herman ""the jolliest man I ever met"" said ""if wanna reason smile, go talk min two"".A day later, Hadi Al-Zubaidi, 20-year-old medicine student Bristol, anonymously posted starting crowdfunding page him. Image copyright Bristruths Within five days, he'd almost reached target. Image copyright Bristruths ""It went crazy,"" Hadi told Newsbeat. ""I shocked famous!""Hadi chatted Herman numerous times, soon decided ""he deserved conversations"".""He spends whole time nice everybody, time nice him.""Herman said overcome emotion received money students.He'd never mentioned anything wanting go away, receiving money ""out blue"". ""I know know song - 'Many tear fall/But game',"" said. ""That's happened. A lot tears.""Follow Newsbeat Instagram, Facebook Twitter. Listen Newsbeat live 12:45 17:45 every weekday BBC Radio 1 1Xtra - miss us listen back here."
Liam Gallagher announces debut solo tour,http://www.bbc.co.uk/news/entertainment-arts-40057045,"Liam Gallagher announces short solo tour, beginning gig Manchester, Katy Perry breaks intimate show London pays tribute bomb attack victims, plus new music Sia, Mabel Noah Cyrus.Read TAPPING HERE."
London Marathon: The wacky outfits embraced by runners,http://www.bbc.co.uk/news/uk-43837954,"For decades runners donned bizarre outfits London Marathon - cans baked beans rhinoceros.Charity runners Sunday's marathon urged reconsider fancy-dress costumes forecasters predict record temperatures day.But race proud tradition wacky outfits, ""running waiter"" believed one event's first fancy-dress runners. Swiss-born restaurateur Roger Bourban wore waiter suit carried tray completed 26.2 miles three hours early 1980s.London Marathon event director Hugh Brasher still remembers - especially running ""a lot serious then"" stood out. Image copyright Supplied Image caption Roger Bourban ran London Marathon 1981 1982 Now, fancy dress ""a major part"" marathon something organisers encourage.""It's hugely popular crowds,"" Mr Brasher says. Image copyright Getty Images Image caption This chap short fibre passed Big Ben 2007 Image copyright Getty Images Image caption The running ""chain gang"" 2007 Image copyright Getty Images Image caption A pantomime horse runs past Tower London 1982's event Nearly 100 runners attempting make Guinness Book World Records wearing costumes year, including runner dressed toilet, pencil, Paddington Bear poo emoji.With warnings race could hottest record, fancy-dress runners warned ""be sensible"" advised wear ""lightweight costumes"".London Marathon: How run heatRAF helicopter crewman Jez Allinson - aka running stormtrooper - worried ""extremely warm"" costume.""It's like greenhouse, even running. It's horrible costume run in,"" said. Image copyright Getty Images Image caption Jez Allinson attempt third London Marathon stormtrooper year Being Star Wars fan looking get attention help fund-raising efforts, first wore outfit marathon three years ago.He raised £20,000 Make-A-Wish Spread Smile, feels time hang helmet.""I want family friends get bored running stormtrooper,"" said, adding felt right round ""trilogy"" Star Wars' fashion.Seeing Sunday ""lap honour"", he's even going try break Guinness record set last year - fastest Star Wars character 4:59:12 - due part heat.""I'm going stop talk many people I want along way,"" said.After all, says, crowd's smiles make day him, especially sees children's reactions costume knowing ""you've made day"". Image copyright Supplied Image caption Joe Spraggins: Running swimmer ""my greatest race ever"" Seasoned marathon runner Joe Spraggins, 28, said running ""a swimmer"" last year made race ""100 times better"" costume.""I think I'll ever able recreate that… greatest race ever,"" said Joe, raising money charity.The London financial analyst said originally thought wearing costume - trunks, swimming cap, goggles snorkle head arm bands - way slow down. Fancy dress advice - 'You must practise costume'Both Jez Joe stress importance training outfit long time attempting marathon it.""Half mile enough - must long distances make sure works,"" Joe says.He regularly ran swimming trunks Wimbledon Common - goggles, armbands snorkle - got lots ""double triple takes"" passers-by. Jez says cars beep runs stormtrooper, vital finds costume cuts chafes work wear put tape lubricant.He also sees good fund-raising opportunity - advises putting social media handle clearly costume people see running easily find later donate money. Image copyright Getty Images Image caption This runner put 'Guinness good you' advertising slogan test 1998 Image copyright @GorillaSaver Image caption Tom Harrison, 'Gorilla man', finished marathon six half days - raising nearly £50,000 charity last year Image copyright PA Image caption Another gorilla-themed costume marathon 2016 Image copyright Getty Images Image caption ""William Kate"" took part event 2011, weeks royal wedding Being regular runner, Joe wanted try improve recovery time running slower time. But wearing costume opposite effect - ran best time ever credits crowd's ""energy buzz"" shaving minutes time. He also claimed world record, 2:42:24, fastest runner complete race costume.""Every time I thought I getting tired another 50 people would shout keep going. It case relentlessly keep going,"" said.He said keeping arm bands goggles challenging part - especially record stewards watch sidelines make sure finish race full outfit otherwise record void.Loving crowd reaction much, Joe wants run costume contemplating challenging costume next time - bottle tomato ketchup. Image copyright Getty Images Image caption Club runners fast food pounding course 2016 Image copyright Getty Images Image caption These Cybermen put aside battles Dr Who celebrate finishing 2005 marathon Image copyright Getty Images Image caption This couple tied knot 'fancy dress' 1999 event Image copyright Getty Images Image caption 'Rhino Steve' ran important message 2016 marathon"
