i_naji_,"RT @i_amkarthyayini: @iamthallu •Sanitary Napkins Available !! pls Contact us 
urgent :9961473476. 9895632902
Ekm","@iamthallu •Sanitary Napkins Available !! pls Contact us 
urgent :9961473476. 9895632902
Ekm",Sat Aug 18 20:29:56 +0000 2018
jrago1,RT @Lonbookproject: London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hun…,London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hundreds of gently used books for your pupils to choose from and take home. Pls contact us if of interest and pls RT! https://t.co/yVyQyzXf2K,Sat Aug 18 20:29:19 +0000 2018
dorisyaaa,"RT @JilynnSeah: PLS RT ! My toy poodle just ran out of the house today, please help me find her 😭 She has brown fur and responds to the nam…","PLS RT ! My toy poodle just ran out of the house today, please help me find her 😭 She has brown fur and responds to the name Summer, and was last seen at Jalan Gasing. If you find her, pls DM me or contact me at 012-3936871 😭🙏 https://t.co/yHqIDw4Ms1",Sat Aug 18 20:29:05 +0000 2018
99Intelli9ence,"RT @AikayOfficial: Good PM guys.
Before we lose a sister to depression I need your help with RT
She already paid 30k but needs 37k bal
Her…","Good PM guys.
Before we lose a sister to depression I need your help with RT
She already paid 30k but needs 37k bal
Her helper might be on your TL
I dont have any cash to support her but I volunteered to tweet about it.
Her name is @adelanke05
For details pls contact her 
TANKS https://t.co/bRGaMHbVST",Sat Aug 18 20:27:39 +0000 2018
AnnaBookseller,RT @Lonbookproject: London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hun…,London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hundreds of gently used books for your pupils to choose from and take home. Pls contact us if of interest and pls RT! https://t.co/yVyQyzXf2K,Sat Aug 18 20:24:42 +0000 2018
TherapyThread,RT @Lonbookproject: London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hun…,London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hundreds of gently used books for your pupils to choose from and take home. Pls contact us if of interest and pls RT! https://t.co/yVyQyzXf2K,Sat Aug 18 20:24:22 +0000 2018
clairenokes,RT @Lonbookproject: London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hun…,London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hundreds of gently used books for your pupils to choose from and take home. Pls contact us if of interest and pls RT! https://t.co/yVyQyzXf2K,Sat Aug 18 20:24:05 +0000 2018
loveGoldenHeart,RT @Lonbookproject: London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hun…,London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hundreds of gently used books for your pupils to choose from and take home. Pls contact us if of interest and pls RT! https://t.co/yVyQyzXf2K,Sat Aug 18 20:23:53 +0000 2018
sathvijay,"RT @Kingsly_: #KeralaFloods If any one from Kerala is stranded rightnow  in Chennai.
Pls Contact me at 7760950496
We are a small family and…","#KeralaFloods If any one from Kerala is stranded rightnow  in Chennai.
Pls Contact me at 7760950496
We are a small family and we can accomodate a small family in my house in East Tambaram,Chennai with food, Dress,etc.
Pls don't hesitate.
#KeralaRainsHelp #KeralaFloodRelief",Sat Aug 18 20:23:46 +0000 2018
badgerlyminge,RT @Lonbookproject: London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hun…,London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hundreds of gently used books for your pupils to choose from and take home. Pls contact us if of interest and pls RT! https://t.co/yVyQyzXf2K,Sat Aug 18 20:22:17 +0000 2018
emma_ebry22,RT @Lonbookproject: London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hun…,London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hundreds of gently used books for your pupils to choose from and take home. Pls contact us if of interest and pls RT! https://t.co/yVyQyzXf2K,Sat Aug 18 20:20:44 +0000 2018
Asw2belle,"RT @anikasleem: #Pakistan Zoo’s Need To Establish
·     Laws for Captive Held Animals
·     Management Of Zoos
·     Training Staff
·     A…","#Pakistan Zoo’s Need To Establish
·     Laws for Captive Held Animals
·     Management Of Zoos
·     Training Staff
·     Animal Welfare Issues pls contact proposal is ready and offer to #FreeKaavan at no cost to Pakistan a bridge a friendship we are here to help .@AnsarBurney https://t.co/baj8XwBAQz",Sat Aug 18 20:19:21 +0000 2018
Yamkela_08,"RT @_TheProvost: Black creativity at its best. His name is Oscar Ziwenga. Contact him on 0618758733.

PLS RETWEET his customers are on your…","Black creativity at its best. His name is Oscar Ziwenga. Contact him on 0618758733.

PLS RETWEET his customers are on your timeline. https://t.co/tZwyhkzxE9",Sat Aug 18 20:18:16 +0000 2018
shazniraaqyx,RT @farahalyamani_: lol wtf pls be loyal ffs. u have a fucking contact/date/girlfriend/partner or whatever u guys are pls don't fucking fli…,lol wtf pls be loyal ffs. u have a fucking contact/date/girlfriend/partner or whatever u guys are pls don't fucking flirt here and there like as if u don't have anyone ure seeing it's rlly disturbing like wtf STOP UR NONSENSE,Sat Aug 18 20:18:10 +0000 2018
emeryjuliette1,RT @Lonbookproject: London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hun…,London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hundreds of gently used books for your pupils to choose from and take home. Pls contact us if of interest and pls RT! https://t.co/yVyQyzXf2K,Sat Aug 18 20:17:59 +0000 2018
dansybelle,RT @Lonbookproject: London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hun…,London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hundreds of gently used books for your pupils to choose from and take home. Pls contact us if of interest and pls RT! https://t.co/yVyQyzXf2K,Sat Aug 18 20:17:21 +0000 2018
arianadominique,RT @lexxagonzalez: Trina’s still missing guys. If anyone knows anything pls contact me or her brother @TVTVDAL_WAVE we’ve contacted all hos…,Trina’s still missing guys. If anyone knows anything pls contact me or her brother @TVTVDAL_WAVE we’ve contacted all hospitals and now going to contact the police. So if anyone knows anything now is the time to tell us.,Sat Aug 18 20:17:00 +0000 2018
CityofCS,"@scoggins86 Hi, Alicia -- I'm very sorry to hear about this. If you'll send me your daughter's address -- and any additional contact info you feel would be helpful -- I'll reach out to the right people and see if we can get this corrected. Pls email me directly at jsocol@cstx.gov.",,Sat Aug 18 20:16:46 +0000 2018
Mersal_Thalaiva,"RT @TKToffl: Dear Brothers &amp; Sisters Contribute Some Unused Dresses &amp; Eatable Things To The Needy..! 👍
🙏🙏🙏
Pls Contact :- +919710095658
Pra…","Dear Brothers &amp; Sisters Contribute Some Unused Dresses &amp; Eatable Things To The Needy..! 👍
🙏🙏🙏
Pls Contact :- +919710095658
Pray &amp; Support For #Kerala
#KeralaFloods #KeralaFloodRelief https://t.co/cjtuB9bwMu",Sat Aug 18 20:15:43 +0000 2018
erlfaahwaniee,RT @farahalyamani_: lol wtf pls be loyal ffs. u have a fucking contact/date/girlfriend/partner or whatever u guys are pls don't fucking fli…,lol wtf pls be loyal ffs. u have a fucking contact/date/girlfriend/partner or whatever u guys are pls don't fucking flirt here and there like as if u don't have anyone ure seeing it's rlly disturbing like wtf STOP UR NONSENSE,Sat Aug 18 20:14:56 +0000 2018
HighwaysEAST,@Richard19423095 The A1 Brampton closures are on the northbound carriageway this weekend. If you have any further queries pls feel free to contact us. Have a good night!,,Sat Aug 18 20:14:38 +0000 2018
TriskaF,RT @Lonbookproject: London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hun…,London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hundreds of gently used books for your pupils to choose from and take home. Pls contact us if of interest and pls RT! https://t.co/yVyQyzXf2K,Sat Aug 18 20:13:15 +0000 2018
i_naji_,"RT @piya1007: #Verified 

We are ready to give baby diapers at very low rates. 

Pls contact - Nishad 9656044443

Location:Kakkanad &amp;Pallur…","#Verified 

We are ready to give baby diapers at very low rates. 

Pls contact - Nishad 9656044443

Location:Kakkanad &amp;Palluruthy (Ernakulam)

18/08/2018;8.20 pm",Sat Aug 18 20:12:52 +0000 2018
ibluetechnology,"RT @ibluetechnology: Also please note that i'm not ready for any deals with any Arabic countries at the present time. 
Licence for configur…","Also please note that i'm not ready for any deals with any Arabic countries at the present time. 
Licence for configurations in this banners ( iB-T face-net chain banners)  is for sale. For more information pls. contact us via twetter (price 80 bilions USD for 10 years licence) https://t.co/BV4gfwkpVU",Sat Aug 18 20:12:52 +0000 2018
debhal72,RT @Lonbookproject: London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hun…,London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hundreds of gently used books for your pupils to choose from and take home. Pls contact us if of interest and pls RT! https://t.co/yVyQyzXf2K,Sat Aug 18 20:11:12 +0000 2018
ErinArn14756939,RT @Lonbookproject: London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hun…,London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hundreds of gently used books for your pupils to choose from and take home. Pls contact us if of interest and pls RT! https://t.co/yVyQyzXf2K,Sat Aug 18 20:10:25 +0000 2018
AtheefIsmail,"RT @ahmedMDV: If there are friends and family you know in Cochin who needs transport, pls inform them.
Contact details in the tweet from @M…","If there are friends and family you know in Cochin who needs transport, pls inform them.
Contact details in the tweet from @MDVTRV 👇👇 https://t.co/1kcxEVUlHj",Sat Aug 18 20:09:12 +0000 2018
emc2andallthat,RT @Lonbookproject: London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hun…,London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hundreds of gently used books for your pupils to choose from and take home. Pls contact us if of interest and pls RT! https://t.co/yVyQyzXf2K,Sat Aug 18 20:09:06 +0000 2018
triona_,@do_the_eyebrow I’m invested in this pls stay in contact and visit each other I need closure thank u xx,,Sat Aug 18 20:07:30 +0000 2018
BrieLarson14,"RT @ArielleKebbel: 🚨 ALERT 🚨 Updated flyer w/ new contact numbers to call if you know anything about my sister Julia. Pls read, repost prin…","🚨 ALERT 🚨 Updated flyer w/ new contact numbers to call if you know anything about my sister Julia. Pls read, repost print &amp; distribute. She was last seen Wed night in Silver Lake. Thank you all so much for your support. We are so grateful. #bringjuliahome https://t.co/uql2I2Lov0",Sat Aug 18 20:07:26 +0000 2018
RaniaDvn,"RT @SushmaSwaraj: There are unprecedented floods in Kerala causing huge damage. We have decided that as the situation becomes normal, passp…","There are unprecedented floods in Kerala causing huge damage. We have decided that as the situation becomes normal, passports damaged on account floods shall be replaced free of charge. Please contact the concerned Passport Kendras. #KeralaFloods Pls RT",Sat Aug 18 20:07:24 +0000 2018
MaxineDance,RT @Lonbookproject: London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hun…,London primary schools - we have five beautiful pop up Book Huts to lend to you for half a term. Each comes full of hundreds of gently used books for your pupils to choose from and take home. Pls contact us if of interest and pls RT! https://t.co/yVyQyzXf2K,Sat Aug 18 20:06:37 +0000 2018
lilyanator,RT @lexxagonzalez: Trina’s still missing guys. If anyone knows anything pls contact me or her brother @TVTVDAL_WAVE we’ve contacted all hos…,Trina’s still missing guys. If anyone knows anything pls contact me or her brother @TVTVDAL_WAVE we’ve contacted all hospitals and now going to contact the police. So if anyone knows anything now is the time to tell us.,Sat Aug 18 20:04:45 +0000 2018
ImSMITAPRAKASH,"RT @DurgaMenon: In Bangalore Army trucks R planning 2gather necessary relief items at Cessna Business park, Outer Ring road,Marathahalli, t…","In Bangalore Army trucks R planning 2gather necessary relief items at Cessna Business park, Outer Ring road,Marathahalli, tomorrow @ 1PM.They are planning 2send them 2Kerala through IAF aircrafts.Interested people can donate. 
Contact No: 9845712010

Pls share with Bangalore frds",Sat Aug 18 20:04:14 +0000 2018
yadu_rk,"RT @deyyvuu: chickenpox outbreak in one of the relief camps in EKM (UC College Aluva)
There are around 4000 people in the camp. There is an…","chickenpox outbreak in one of the relief camps in EKM (UC College Aluva)
There are around 4000 people in the camp. There is an urgent need for gloves and masks.
It would be of great hlp if someone could arrange it
Pls contact Chaithanya 9895567696
 verified : 18/8/18 10 :05pm",Sat Aug 18 20:00:31 +0000 2018
AStPras,RT @pkspks2009: Center for harmonious living provides service of psychiatrists and Psychologyst for flood victims to overcome the psycholog…,"Center for harmonious living provides service of psychiatrists and Psychologyst for flood victims to overcome the psychological distress associated with the calamity, it’s free and pls contact 7025100049#. Kerala floods#free psychological assistance",Sat Aug 18 20:00:27 +0000 2018
