MarkAMoya,RT @csgazette: Report recounts for the first time the harrowing last moments of Deputy Micah Flick’s life and what District Attorney Dan Ma…,Report recounts for the first time the harrowing last moments of Deputy Micah Flick’s life and what District Attorney Dan May called the “horrible tragedy that struck our community.” https://t.co/UA2uZYJBCm via @njKaitlinDurbin #ColoradoSprings,Wed Aug 22 14:20:23 +0000 2018
nomad1470,@Rainbow6Game @UbisoftSupport is there a way to report teammates for deliberately shooting you down to 1hp at the start of every round? It's always fun to try to play at 1hp,,Wed Aug 22 13:55:35 +0000 2018
NofNews_Kenya,"MPs faulted for shooting down report By shooting down the report, local sugar companies were highly likely to collapse due to continued importation of cheap sugar.
 https://t.co/xGmmeETM9y",,Wed Aug 22 13:27:32 +0000 2018
SnorkyJr,"Chicago -- what about this one over here?

Woman shot Aug. 5 makes late report, adding to toll of violent weekend 

Police said the woman was unable to report the shooting when it happened, and did so this Tuesday. 

WHAT? 

https://t.co/7dcqS3wbBW",,Wed Aug 22 13:21:01 +0000 2018
fatalencounters,@fatalencounters RT @the_decedents: Name: Michael Smith • City: Chicago • Date: 01/01/12 • Cause of Death: Gunshot • Report: https://t.co/WBNG3vxQRK,,Wed Aug 22 13:16:15 +0000 2018
the_decedents,Name: Michael Smith • City: Chicago • Date: 01/01/12 • Cause of Death: Gunshot • Report: https://t.co/ccj9Ppl0UB,,Wed Aug 22 13:14:04 +0000 2018
randerson_ryan,"https://t.co/cTw8WaB9qn. My report from the ""Summertime Dropouts"" #film set on day 3 of shooting in #Owatonna. #movies #entertainment #music #acting #actors #musicians",,Wed Aug 22 13:07:59 +0000 2018
csgazette,Report recounts for the first time the harrowing last moments of Deputy Micah Flick’s life and what District Attorney Dan May called the “horrible tragedy that struck our community.” https://t.co/UA2uZYJBCm via @njKaitlinDurbin #ColoradoSprings,,Wed Aug 22 13:03:50 +0000 2018
orindacrazynews,"Traffic Report: near Ivy Drive, a car is blocking the road because rainbows started shooting out of its windshield. Traffic will be congested for at least 99 hours.",,Wed Aug 22 09:36:04 +0000 2018
Gil00006,RT @Oathkeepers: “Hundreds of gun owners in Florida have been ordered to give up their guns under a new law that took effect after the dead…,"“Hundreds of gun owners in Florida have been ordered to give up their guns under a new law that took effect after the deadly Parkland shooting in February, New report FOX News published Monday. FL Gov. Rick Scott appeases the gun-grabbers.
by David Codrea
https://t.co/EogoDhYjgF https://t.co/2d3Pzgf9DX",Wed Aug 22 09:08:25 +0000 2018
